               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  81,            0.027706,            0.016287,           0.0049506,             0.87747,             0.81958,             0.86837,             0.61301,            0.026729,           0.0083358,           0.0023712,             0.00208,             0.00208,             0.00208
                  82,            0.027158,            0.016211,           0.0048238,             0.84509,             0.82166,             0.86608,             0.61116,            0.026869,           0.0083687,           0.0023695,            0.001981,            0.001981,            0.001981
                  83,            0.027494,            0.015857,           0.0046778,             0.86179,             0.81807,             0.86323,             0.60973,            0.026899,           0.0083594,           0.0022295,            0.001882,            0.001882,            0.001882
                  84,            0.027406,            0.015963,           0.0046887,             0.86424,             0.82639,             0.86268,             0.60997,            0.026828,           0.0083535,            0.002327,            0.001783,            0.001783,            0.001783
                  85,            0.027032,            0.015809,            0.004306,             0.88506,             0.80418,             0.86734,             0.61491,            0.026654,           0.0083151,           0.0023499,            0.001684,            0.001684,            0.001684
                  86,            0.026954,            0.015746,           0.0044158,             0.88242,             0.81767,             0.86608,             0.61482,            0.026576,           0.0082961,           0.0024164,            0.001585,            0.001585,            0.001585
                  87,            0.026855,            0.015737,            0.004451,             0.87844,             0.82329,             0.87023,             0.61564,            0.026477,           0.0082508,           0.0025197,            0.001486,            0.001486,            0.001486
                  88,            0.026657,            0.015692,             0.00432,             0.89189,             0.81288,             0.86906,             0.61711,            0.026387,            0.008245,           0.0026918,            0.001387,            0.001387,            0.001387
                  89,             0.02642,            0.015813,           0.0041292,             0.89165,             0.79991,             0.86851,             0.61942,            0.026364,           0.0082422,           0.0026416,            0.001288,            0.001288,            0.001288
                  90,             0.02645,            0.015819,           0.0043529,             0.90545,             0.79814,             0.86807,             0.61762,            0.026421,           0.0082627,           0.0024822,            0.001189,            0.001189,            0.001189
                  91,            0.026276,            0.015437,           0.0042191,             0.89068,             0.80007,             0.86834,             0.61946,            0.026519,            0.008272,           0.0024757,             0.00109,             0.00109,             0.00109
                  92,            0.026514,            0.015604,           0.0041454,             0.88026,             0.82042,             0.86868,             0.61938,             0.02661,           0.0082512,           0.0024627,            0.000991,            0.000991,            0.000991
                  93,            0.026116,            0.015414,           0.0040768,             0.87408,             0.82307,             0.86761,             0.61703,             0.02665,           0.0082485,           0.0024927,            0.000892,            0.000892,            0.000892
                  94,            0.025979,             0.01531,            0.003919,             0.86452,             0.82766,             0.86756,             0.61866,            0.026687,            0.008249,           0.0025564,            0.000793,            0.000793,            0.000793
                  95,            0.025922,            0.015401,           0.0040945,             0.85918,             0.82928,             0.86654,             0.61751,            0.026684,           0.0082557,            0.002629,            0.000694,            0.000694,            0.000694
                  96,            0.025996,            0.015152,           0.0041698,             0.85501,             0.82995,             0.86686,             0.61849,            0.026657,           0.0082553,           0.0026369,            0.000595,            0.000595,            0.000595
                  97,            0.025749,            0.015231,           0.0039911,             0.85713,             0.82952,             0.86596,             0.61986,            0.026638,           0.0082557,           0.0026216,            0.000496,            0.000496,            0.000496
                  98,            0.025852,            0.015227,           0.0040672,             0.86002,             0.82522,             0.86381,              0.6187,            0.026633,           0.0082538,            0.002618,            0.000397,            0.000397,            0.000397
                  99,            0.025513,            0.015146,           0.0036482,             0.86177,              0.8273,             0.86357,             0.61771,            0.026597,           0.0082528,           0.0026446,            0.000298,            0.000298,            0.000298
